area_type,availability,location,size,society,total_sqft,bath,balcony,price
10,Ready To Move,Kammasandra,3,Daden G,1400,3,2,92
6,Ready To Move,Rachenahalli,3,Sovar S,1530,2,2,74.4
10,Ready To Move,New Thippasandra,6,u,2400,6,3,400
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1185,2,2,40.17
6,Unavailable ,Yelahanka,3,Miitat ,1890,3,2,108
6,Ready To Move,Varthur Road,3,u,1247,2,2,58
10,Ready To Move,1st Block Jayanagar,8,u,700,4,0,104
10,Ready To Move,HRBR Layout,6,u,1000,6,3,275
6,Ready To Move,Bellandur,2,u,1201,2,2,59.99
2,Unavailable ,Gunjur Palya,2,BDectou,830,2,2,40
2,Unavailable ,Electronic City Phase II,2,Sryalan,1165,2,1,30.29
6,Ready To Move,Bommanahalli,2,KancyRe,1100,1,2,55
2,Ready To Move,9th Phase JP Nagar,3,ImiteEl,1890,2,0,93
6,Ready To Move,Maithri Layout,3,ItAnuna,1685,3,2,60
6,Ready To Move,Sarakki Nagar,4,Sowerew,3131,4,3,349
6,Ready To Move,Battarahalli,2,u,1165,2,1,43
6,Ready To Move,Kachanayakanahalli,2,ICoolon,827,2,1,45
10,Ready To Move,Gangondanahalli,3,u,396,2,0,48
10,Ready To Move,Uttarahalli,4,u,1200,4,3,179
2,Ready To Move,Electronics City Phase 1,1,Prmes H,635,1,0,26
2,Ready To Move,Whitefield,4,Prtates,4000,4,3,380
6,Ready To Move,Vishwanatha Nagenahalli,2,ShtalCr,1050,2,1,50
2,Ready To Move,D Group Employees Layout,5,u,600,4,3,76
6,Unavailable ,Jakkur,3,u,1819.18,3,2,168
10,Ready To Move,Kanakapura,3,u,1500,3,3,125
6,Ready To Move,Yelenahalli,3,u,1500,2,2,57
6,Ready To Move,Benson Town,3,Gopus O,2850,4,3,470
6,Ready To Move,Raja Rajeshwari Nagar,3,Elleyt ,1751,3,3,72
6,Unavailable ,Vasanth nagar,4,Prian E,4750,6,1,1102
6,Unavailable ,Bommasandra,2,SSestth,1020,2,1,40.89
6,Ready To Move,Thanisandra,2,SaSkyBl,1148,2,1,43.5
6,Unavailable ,Talaghattapura,3,Sodgere,1856,3,2,135
10,Ready To Move,Basavangudi,6,u,1754,6,2,650
10,Ready To Move,2nd Block Hrbr Layout,3,u,4273,3,0,1100
6,Ready To Move,B Narayanapura,2,u,1060,2,1,49.27
2,Ready To Move,Haralur Road,2,u,1300,2,2,60
2,Ready To Move,Hormavu,4,u,3000,4,0,100
6,Ready To Move,Bellandur,2,GoncyRe,1325,2,2,65
6,Ready To Move,Sai Gardens,2,Alivae ,1261,2,2,61
6,Ready To Move,Manayata Tech Park,2,u,1100,2,2,46
2,Ready To Move,Ramamurthy Nagar,2,u,700,2,1,33
6,Ready To Move,7th Phase JP Nagar,3,Eladero,1675,2,2,135
10,Ready To Move,Ullal Road,4,u,3400,4,2,190
6,Unavailable ,Kodihalli,4,Soianal,3260,5,3,388
6,Ready To Move,Doddakammanahalli,2,u,1180,2,2,56
2,Ready To Move,Uttarahalli,2,Sencys ,1160,2,2,45
6,Ready To Move,Kasavanhalli,4,u,1863,3,2,105
6,Ready To Move,Sahakara Nagar,3,HoAcela,1914,3,2,149
6,Ready To Move,BTM Layout,3,C ensnd,1458,3,2,79
10,Ready To Move,Thirumenahalli,5,u,1200,4,2,115
2,Ready To Move,Babusapalaya,2,u,1105,2,1,40
6,Ready To Move,Hulimavu,3,Vapasrk,3035,5,3,220
10,Ready To Move,Bannerghatta Road,6,u,1200,6,3,160
6,Ready To Move,Akshaya Nagar,3,DLhtsnd,1662,3,0,90
6,Ready To Move,Yelahanka,3,PuziaVe,1556,3,2,86
6,Ready To Move,Jigani,2,DLhtsan,918,2,2,50
6,Ready To Move,Sarjapur  Road,3,Mades G,1455,2,1,98
6,Ready To Move,Jakkasandra Extension,2,u,1205,2,1,70
6,Ready To Move,BEML Layout,2,u,1194,2,1,65
10,Ready To Move,Laggere,2,u,1200,2,0,75
2,Ready To Move,Bannerghatta Road,3,Pyvenas,1100,2,2,52
6,Ready To Move,Sarjapur  Road,3,S2kaaan,1405,3,2,48.87
6,Ready To Move,Subramanyapura,2,Prldsri,929,2,1,56
2,Ready To Move,Frazer Town,4,Asuilnc,3436,5,0,341
6,Ready To Move,7th Phase JP Nagar,2,u,1035,2,1,39.33
6,Ready To Move,8th Phase JP Nagar,4,u,2100,4,3,92
6,Unavailable ,Channasandra,2,Unm 2El,1065,2,1,40.47
6,Unavailable ,Bannerghatta Road,3,PrarePa,1365,3,0,84.29
10,Ready To Move,Kengeri,6,u,1500,6,3,150
10,Ready To Move,Hullahalli,5,u,1200,5,2,99
6,Unavailable ,Hormavu,2,u,1093,2,1,32.78
2,Ready To Move,Anandapura,2,LoLeoen,1250,2,2,45
6,Ready To Move,Marathahalli,3,Asintas,1680,3,3,105
6,Ready To Move,Nagarbhavi,2,Shentpa,1146,2,1,50
6,Unavailable ,Jagajyothi layout,2,u,1250,2,3,58
6,Unavailable ,Ramagondanahalli,3,ViistLa,1451,3,1,60.44
6,Ready To Move,Nobo Nagar,3,Elacet ,1424,2,3,55
6,Ready To Move,Gottigere,3,Krryll ,1435,2,3,62
6,Unavailable ,Devanahalli,1,Sabixtt,658,1,0,26.91
6,Unavailable ,Bommanahalli,3,u,1300,3,2,45
6,Ready To Move,Whitefield,2,FoityIn,1242,2,2,65
6,Ready To Move,Marathahalli,3,u,1910,3,3,119
6,Ready To Move,Yelahanka,3,PrrloMo,1610,4,2,85
6,Ready To Move,Hulimavu,2,Reiteee,1127,2,1,65
6,Ready To Move,Yelahanka,3,u,1075,2,1,42
6,Ready To Move,Mysore Road,2,u,1155,2,1,51
10,Ready To Move,Lakkasandra Extension,5,u,1280,3,1,250
6,Ready To Move,Krishna Reddy Layout,3,ThntsAp,1250,3,1,55
10,Unavailable ,Kuvempu Layout,3,LGeete ,2200,4,2,160
2,Ready To Move,Billekahalli,3,u,2400,3,1,150
6,Ready To Move,Chandapura,2,PavesGr,876,2,2,29.5
6,Ready To Move,Nagarbhavi,3,u,1850,2,2,89
6,Unavailable ,Kadugodi,2,Alestrb,1314,2,3,83
6,Unavailable ,Rachenahalli,1,AsNowre,690,1,1,39.8
2,Ready To Move,Electronic City Phase II,4,Shrds O,3500,0,0,167.5
2,Ready To Move,Srirampura,2,HooudSi,1230,2,3,55
6,Unavailable ,Bommasandra,2,SSestth,920,2,1,37.2
2,Ready To Move,Sarjapur  Road,3,Adeatlm,1850,3,3,140
6,Ready To Move,Electronic City,2,Goty  E,1073,2,2,60
6,Ready To Move,Maithri Layout,3,Lalipa ,1540,3,3,76
6,Ready To Move,Kanakpura Road,3,JRrnauv,1550,3,3,63.5
6,Ready To Move,Kalyan nagar,2,Satle C,1198,2,1,65
6,Ready To Move,HBR Layout,3,HMtesle,1656,3,2,90
6,Ready To Move,Kaveri Nagar,3,Roiti A,1900,3,3,155
2,Ready To Move,Ramagondanahalli,3,DNeremo,1910,3,2,142
6,Ready To Move,Mysore Road,2,u,1003,2,1,43
2,Ready To Move,Chickpet,2,u,1098,2,0,48
6,Ready To Move,Whitefield,3,Sonviik,1495,2,0,67
6,Unavailable ,Thanisandra,3,DSity S,2172,3,2,76.02
10,Ready To Move,Sarakki Nagar,4,u,2400,4,2,358
10,Ready To Move,T G extension,2,u,1200,1,2,95
6,Ready To Move,Whitefield,3,DSe 2ie,1548,3,1,65
10,Unavailable ,2nd Block Koramangala,7,u,5400,5,0,972
6,Unavailable ,Whitefield,4,Prtates,2830,5,0,154.5
6,Unavailable ,Hosur Road,3,PuendWe,1689,3,1,103
6,Ready To Move,Electronic City Phase II,2,u,1031,2,1,53
6,Unavailable ,Bhoganhalli,4,Rosha I,2119,4,2,111
10,Unavailable ,Whitefield,2,u,1200,2,2,46.13
6,Ready To Move,JCR Layout,2,u,1060,2,2,37
6,Ready To Move,Devi Nagar,2,RMerslu,1100,2,1,61
10,Ready To Move,GKW Layout,4,u,1350,4,2,225
10,Ready To Move,Gandhi Nagar,5,u,1050,4,1,80
6,Ready To Move,Hennur Road,3,Mileeou,1250,2,1,77.88
6,Unavailable ,8th Block Jayanagar,2,u,1100,2,2,110
10,Unavailable ,Whitefield,2,u,1200,2,1,46.13
6,Ready To Move,Seegehalli,3,u,1420,2,2,46
6,Unavailable ,Electronic City,3,GMown E,1500,2,1,78
2,Ready To Move,OLd Gurappanapalya,3,SoliaMa,1942,3,1,155
6,Unavailable ,Haralur Road,3,NDiteio,1985,3,2,130
6,Unavailable ,Sarjapur  Road,1,Kiare S,950,1,0,39.9
10,Ready To Move,AMS Layout,3,u,1200,4,2,80
6,Ready To Move,Green Glen Layout,3,Solia D,1752,3,2,105
10,Ready To Move,Abbigere,4,u,1200,3,2,120
10,Ready To Move,Mahalakshmi Layout,5,u,1200,5,1,200
6,Ready To Move,Old Madras Road,3,Brglede,1480,2,2,84
10,Ready To Move,Jnana Ganga Nagar,3,u,600,4,1,81
6,Ready To Move,Sarjapur  Road,3,Saitya ,1826,3,2,130
6,Ready To Move,8th Phase JP Nagar,2,u,1035,2,1,39.33
2,Ready To Move,Sarjapur  Road,4,Saacesa,2600,4,0,98
2,Ready To Move,Kasavanhalli,3,u,1667,3,2,92
6,Ready To Move,Thanisandra,2,Bhmesy ,934,2,2,55
2,Ready To Move,JP Nagar,3,u,909.87335,3,1,69.34
6,Ready To Move,Mahadevpura,3,Neisei ,1620,2,1,76
6,Unavailable ,Electronic City,2,GMown E,1070,2,1,47
2,Ready To Move,Hosur Road,5,u,3600,5,3,180
6,Unavailable ,Uttarahalli,3,u,1280,2,2,60
6,Ready To Move,rr nagar,2,u,1400,2,2,60
10,Ready To Move,Vishveshwarya Layout,7,u,1200,8,0,180
2,Ready To Move,"Varthur Road, ",2,u,1330,2,1,64
6,Unavailable ,Balagere,2,Soresea,1012,2,1,54.59
6,Unavailable ,Electronic City Phase II,3,DSineSt,1611,2,2,48.33
6,Ready To Move,Whitefield,3,Gamesti,1405,3,2,58
6,Ready To Move,VGP Layout,3,Vaurtar,1515,3,3,90
6,Ready To Move,Thigalarapalya,3,Prtanha,1830,4,2,150
2,Ready To Move,Kaggadasapura,3,Omncy R,1710,3,0,60
2,Ready To Move,BTM Layout,2,Varala ,935,2,1,51.5
6,Unavailable ,Jakkur,3,u,2197,3,2,136
10,Ready To Move,TC Palaya,4,u,600,4,0,65
6,Ready To Move,Yeshwanthpur,3,IBityin,1678,3,0,92.13
2,Ready To Move,Brookefield,3,Roeekbl,1410,2,0,80
6,Ready To Move,Jakkur,2,AvensGa,1125,2,2,65
6,Ready To Move,Magadi Road,3,Vrenty ,1191,2,1,55.38
6,Ready To Move,Thubarahalli,2,u,1200,2,2,79
6,Ready To Move,CV Raman Nagar,3,Keera R,1525,2,3,67
6,Ready To Move,KUDLU MAIN ROAD,3,u,1464,3,3,56
6,Unavailable ,Seegehalli,2,u,920,2,1,27
2,Ready To Move,Yelahanka,1,u,651,1,1,17.5
6,Ready To Move,Chikkabanavar,2,Javasya,600,1,2,25
6,Unavailable ,Chandapura,1,SunceEs,645,1,1,16.45
6,Ready To Move,Thanisandra,2,MenueNo,1185,2,2,44
6,Unavailable ,Electronics City Phase 1,2,Shitt S,1190,2,1,68
10,Ready To Move,Harohalli,2,u,91040.4,2,0,200
6,Unavailable ,Whitefield,4,Prtates,2830,5,0,158.5
6,Ready To Move,Whitefield,2,Veale R,1355,2,3,73
10,Ready To Move,KR Puram,2,u,1200,1,0,65
10,Ready To Move,Kundalahalli,4,u,7000,4,3,550
10,Ready To Move,Ramamurthy Nagar,6,u,1200,4,1,110
6,Ready To Move,Yelahanka New Town,1,KHatsFl,500,2,1,24
6,Ready To Move,Bommasandra Industrial Area,3,Stkarrd,1250,3,3,50
2,Ready To Move,Uttarahalli,3,u,1480,2,1,58
2,Ready To Move,Ambalipura,4,Toeadp ,3300,4,2,329
6,Unavailable ,KR Puram,3,TGasyhu,1482,0,0,70.445
6,Ready To Move,Green Woods Layout,2,Paarklu,1206,2,1,53
6,Unavailable ,Rajaji Nagar,2,ProdsWe,1357,2,1,130
2,Ready To Move,Hosakerehalli,2,u,925,2,1,46.5
6,Ready To Move,8th Phase JP Nagar,2,MBodsen,909,2,1,40.9
10,Ready To Move,Seegehalli,3,Stndeil,3000,5,2,335
2,Ready To Move,Brookefield,2,Bhiya N,1100,2,1,55
10,Unavailable ,Malleshwaram,4,u,3000,5,2,815
6,Ready To Move,Vidyaranyapura,2,u,1100,2,1,54
6,Ready To Move,Subramanyapura,2,Mayne A,975,2,1,65
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1306,2,2,44.17
10,Ready To Move,Roopena Agrahara,4,u,1200,4,1,95
6,Ready To Move,Kalena Agrahara,1,MBpleca,610,1,1,39
6,Ready To Move,Yelahanka,3,Pyikad ,1484,2,2,56.4
6,Unavailable ,Ramamurthy Nagar,2,Vedhias,1125,2,1,47
6,Unavailable ,Bhoganhalli,2,Rosha I,1447,2,1,75.97
6,Unavailable ,Whitefield,4,Prtates,2882,5,1,158
10,Ready To Move,Vidyaranyapura,4,u,750,4,0,88
6,Ready To Move,Kundalahalli,3,u,2075,3,1,115
2,Ready To Move,Stage-4 Bommanahalli,2,Pantsce,1250,2,1,58
6,Ready To Move,Horamavu Banaswadi,2,u,1272,2,2,51.5
10,Ready To Move,Banashankari Stage II,4,u,1050,3,2,125
6,Unavailable ,Venkateshpuram,2,u,625,2,1,24
2,Ready To Move,1st Phase JP Nagar,1,Opamaan,840,2,2,50
6,Ready To Move,Hennur Road,4,Samittv,2502,4,2,180
6,Ready To Move,Rayasandra,1,MJeusyl,583,1,1,26.9
6,Unavailable ,Gunjur Palya,2,u,900,2,1,27
6,Ready To Move,Sarjapur  Road,2,u,1115,2,2,50
6,Ready To Move,HOSUR MAIN ROAD,2,u,1464,2,2,56
2,Unavailable ,Kanakapura,3,u,2200,3,1,121
6,Unavailable ,Whitefield,1,Oreldhi,750,1,1,51
6,Ready To Move,Marathahalli,3,Afncyad,1600,3,3,58
6,Ready To Move,Chikkalasandra,3,SLarei ,1365,2,2,49
2,Unavailable ,"Judicial Layout, Kanakapura Road, ",3,u,1300,3,2,64
2,Ready To Move,Kurubarahalli,1,u,1200,1,0,69
6,Ready To Move,Hormavu,2,ARaveSa,1260,2,2,35
6,Ready To Move,Electronics City Phase 1,2,Sarlsm ,1190,2,2,33.92
6,Ready To Move,Hosakerehalli,3,Taonte ,2480,4,1,260
6,Unavailable ,Vishwapriya Layout,3,u,1250,3,2,38
2,Ready To Move,Kaggadasapura,3,u,1500,3,0,75
6,Ready To Move,Banashankari Stage V,3,Naiewre,1510,3,3,47.57
6,Unavailable ,7th Phase JP Nagar,2,u,1187,2,1,59
6,Ready To Move,Kundalahalli,2,Rasom B,1120,2,1,53.76
6,Unavailable ,Whitefield,2,Somns T,981,2,0,34.555
6,Ready To Move,Dodsworth Layout,3,Ciques ,1717,3,3,99
2,Ready To Move,Mullur,3,Arora A,2099,3,0,95
6,Ready To Move,Kasturi Nagar,2,u,1100,2,2,58
10,Ready To Move,Hegganahalli,1,u,1200,1,0,48
2,Ready To Move,Bannerghatta Road,3,AMaveon,1465,2,1,45.87
10,Ready To Move,Kothanur,1,u,1500,1,0,75
10,Ready To Move,Prashanth Nagar,5,u,4050,4,1,600
6,Ready To Move,Haralur Road,3,Ozensve,1255,2,1,90
6,Ready To Move,5th Phase JP Nagar,2,u,1220,2,3,88
2,Unavailable ,Electronic City Phase II,2,Sryalan,1065,2,1,30.88
2,Ready To Move,Sultan Palaya,3,u,1765,3,3,80
6,Ready To Move,Bellandur,2,OriewLa,1281,2,2,87
6,Ready To Move,Electronic City,2,Itelaa ,1210,2,2,25
7,Ready To Move,Kaggadasapura,2,AnaveEn,1215,2,3,43
10,Ready To Move,Ananth Nagar,4,u,1200,3,1,87
6,Ready To Move,Mysore Road,2,SaodySa,1237,2,2,73
6,Ready To Move,Lakshminarayana Pura,2,Oaeze B,1300,2,1,70
6,Ready To Move,Whitefield,2,SSthamh,1105,2,2,39.99
6,Ready To Move,Chandapura,3,Riiew L,1505,2,2,42
6,Ready To Move,Hebbal Kempapura,4,GonumPl,3900,5,0,310
2,Ready To Move,Banashankari,2,Sksia A,1186,2,3,65
10,Ready To Move,Byrathi Village,4,u,900,3,1,51
6,Ready To Move,Kengeri,2,VBvenal,750,2,1,35.5
2,Ready To Move,Varthur,2,SLncyaj,1083,2,2,28
2,Ready To Move,Nagaraja Garden,3,u,1430,2,1,78.65
6,Ready To Move,Thanisandra,2,Bhmesy ,1056,2,2,68
6,Ready To Move,VGP Layout,3,AbnceEs,2108,3,3,85
6,Ready To Move,Banashankari,3,Bregae ,1650,3,2,101
2,Unavailable ,Electronic City Phase II,3,Sryalan,1220,3,1,36.6
6,Ready To Move,Rayasandra,2,MJeusyl,1198,2,1,54
6,Ready To Move,Ejipura,2,Prsichi,1190,2,1,70
2,Unavailable ,"Judicial Layout, Kanakapura Road, ",2,u,900,2,1,41
6,Unavailable ,J.P.nagar 6th Phase.Sarakki Nagar,4,u,2690,4,2,185
2,Ready To Move,Kanakapura,2,u,1340,2,2,65
10,Unavailable ,Bommenahalli,4,Prood G,2940,3,2,2250
10,Ready To Move,Giri Nagar,6,u,2400,6,1,400
10,Immediate Possession,Whitefield,0,SRniaGa,2324,0,0,26.73
6,Unavailable ,Yelahanka,2,Goues A,1260,2,2,59.2
6,Unavailable ,Talaghattapura,3,Sodgere,2254,3,2,153
6,Ready To Move,Old Madras Road,3,Brica E,2990,5,1,210
2,Ready To Move,1st Block BEL Layout,4,u,1800,5,1,250
2,Ready To Move,JP Nagar,2,Adaveth,820,2,1,45
6,Ready To Move,Electronic City,2,Naireru,1296,2,2,65
6,Ready To Move,Uttarahalli,2,u,1190,2,1,53.55
6,Unavailable ,Whitefield,2,Oreldhi,1173,2,1,77
10,Unavailable ,Sarjapura - Attibele Road,3,u,1800,3,2,90
2,Ready To Move,Yelahanka,2,Rarthne,1102,2,0,52
6,Ready To Move,Sarjapur,2,u,913,2,1,36
6,Unavailable ,Hormavu,3,u,1176,2,1,35.27
2,Ready To Move,Prithvi Layout,3,Srllaan,1620,3,0,65
6,Ready To Move,Billekahalli,3,PuhtsHe,2968,3,0,225
6,Unavailable ,Yelahanka,2,Hotat H,1519,2,3,65
6,Ready To Move,Hosur Road,2,Saageat,1345,2,2,106
6,Unavailable ,Dodsworth Layout,3,Prard B,1594,3,2,99
6,Ready To Move,Kaverappa Layout,2,SLarkic,1250,2,1,68
6,Ready To Move,Haralur Road,2,Zostaa ,1056,2,1,60
10,Unavailable ,Whitefield,3,u,1200,3,1,68.4
10,Ready To Move,Kothnur Narayanapura,2,u,1290,1,0,77.5
2,Ready To Move,Amruthnagar,2,u,1150,2,1,48
6,Ready To Move,Ambedkar Colony,2,RMcesa ,1464,2,1,145
10,Ready To Move,Anekal,4,u,1200,2,1,36
2,Ready To Move,Gollarapalya Hosahalli,2,Mauner ,861,2,0,36.5
6,Ready To Move,Kundalahalli,2,Dieldli,1047,2,1,82.62
10,Ready To Move,Lakshmipura,2,u,1200,2,0,75
10,Ready To Move,Kirloskar Layout,10,u,1200,10,0,190
2,Ready To Move,Hongasandra,2,u,1065,2,1,45
2,Ready To Move,Rajaji Nagar,3,PhestOn,2300,3,3,369
6,Ready To Move,Ramamurthy Nagar,2,JSonyar,1000,2,1,62
6,Ready To Move,Lingadheeranahalli,3,Soiewre,1682,3,1,113
6,Ready To Move,Harlur,3,u,1756,3,2,131
10,Ready To Move,BEL Road,5,u,4000,4,2,1000
6,Ready To Move,Vignana Nagar,4,u,1050,4,2,90
6,Ready To Move,Vittasandra,2,u,1238,2,1,67.32
6,Ready To Move,Dasanapura,2,Tavenew,814,2,1,42
2,Ready To Move,Dodda Nekkundi,2,GSodsee,1145,2,1,46.5
6,Ready To Move,Varthur,2,Maita R,965,2,1,34
6,Ready To Move,Doddabele,2,u,750,2,1,36
2,Ready To Move,Banashankari,3,V2anags,1300,2,2,55
6,Unavailable ,1st Phase JP Nagar,3,Inntsth,1590,3,3,131
6,Unavailable ,Begur Road,1,Pruthg ,644,1,1,40
6,Unavailable ,Whitefield,2,Pranthi,982,2,1,37
6,Ready To Move,Indira Nagar,2,u,1260,2,2,100
6,Ready To Move,Rayasandra,3,MJeusyl,1555,3,2,75.17
2,Ready To Move,Race Course Road,4,u,2500,4,1,450
6,Unavailable ,Kaggadasapura,2,u,1225,2,2,48
6,Ready To Move,Electronics City Phase 1,2,PisomSu,1085,2,1,46
6,Ready To Move,Rajaji Nagar,3,Brway G,1640,3,2,220
2,Unavailable ,Thanisandra,3,Bhmesy ,1595,3,1,110
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40.44
6,Unavailable ,Yelahanka,3,Miitat ,1859,3,1,108
6,Unavailable ,9th Phase JP Nagar,2,Vasisvi,1079,2,1,60
2,Ready To Move,Shivaji Nagar,2,u,550,1,1,27
6,Ready To Move,Whitefield,2,Satanan,1118,2,1,42
6,Ready To Move,CV Raman Nagar,2,Roareta,1198,2,2,60
6,Unavailable ,Chandapura,3,SuVue S,1100,0,0,30.215
6,Ready To Move,Thigalarapalya,3,Prtanha,1830,4,2,135
6,Unavailable ,Banashankari Stage VI,2,Brens7 ,1160,2,1,59
6,Ready To Move,Srirampuram,3,u,1485,2,1,156
6,Ready To Move,Ejipura,3,Emsic C,2070,3,3,135
10,Ready To Move,Basaveshwara Nagar,6,u,750,4,1,150
2,Unavailable ,Kannamangala,2,VBownre,957,2,0,52.5
10,Ready To Move,Basaveshwara Nagar,5,u,2400,4,1,310
6,Unavailable ,Bannerghatta Road,2,Uncioe ,1268,2,1,69
6,Ready To Move,Bannerghatta Road,3,SNity S,1450,2,2,87
2,Ready To Move,Manorayana Palya,3,Bhncy V,1600,2,2,75
6,Ready To Move,Uttarahalli,3,Aklia R,1330,2,1,57
6,Ready To Move,Jakkur,3,Paurt C,1355,2,2,65
6,Ready To Move,Horamavu Banaswadi,2,u,1272,2,2,51.5
6,Ready To Move,Abbaiah Reddy Layout,2,SSaveik,1100,2,1,38.49
6,Ready To Move,Sarjapur  Road,3,u,1220,3,2,58
6,Ready To Move,Chikkalasandra,2,u,1075,2,1,46.76
6,Ready To Move,Lingarajapuram,2,u,800,2,1,55
6,Ready To Move,Vasanthapura,2,u,995,2,1,34.82
2,Ready To Move,Vasantha Vallabha Nagar,2,Nentsan,900,1,1,44
6,Ready To Move,Haralur Road,2,RInceeg,1140,2,1,42
6,Ready To Move,Ganga Nagar,3,u,1480,2,2,125
6,Unavailable ,Padmanabhanagar,3,u,1710,2,2,90.63
6,Unavailable ,Talaghattapura,3,Sodgere,2106,3,3,148
10,Ready To Move,Yeshwanthpur,9,u,2400,6,0,270
10,Ready To Move,Sadahalli,3,K ensad,3800,2,0,130
10,Ready To Move,Vajarahalli,3,u,800,3,2,120
6,Ready To Move,Marathahalli,2,RookaJh,1602,2,0,104
6,Ready To Move,Sarjapur  Road,3,DSndsod,1660,2,2,116
6,Ready To Move,Electronic City Phase II,3,SJmesst,1549,3,2,80
6,Unavailable ,Marathahalli,1,Unezes ,700,1,1,38
6,Unavailable ,Balagere,2,Soresea,1012,2,1,64
6,Unavailable ,Marathahalli,3,PrensKe,1469,3,1,89
6,Unavailable ,Whitefield,2,Prtates,1216,2,1,69
6,Ready To Move,Electronic City Phase II,2,Brods W,1065,2,1,56.13
6,Unavailable ,Thanisandra,3,Bhe 2ko,1411,3,1,93.15
6,Ready To Move,Pai Layout,2,Vatlede,1400,2,2,57.5
6,Ready To Move,Hoskote,3,Deiveer,1250,3,2,29
6,Ready To Move,Haralur Road,2,u,1245,2,3,62
6,Ready To Move,Choodasandra,2,GRhtiru,1115,2,1,50
6,Ready To Move,Vidyaranyapura,2,DSestil,1000,2,1,35
6,Unavailable ,Panathur,3,EcEONfe,1565,3,0,71.89
6,Ready To Move,Subramanyapura,3,Chllsev,1800,3,2,90
6,Ready To Move,Mathikere,2,CSncele,1500,2,2,130
6,Unavailable ,Chandapura,1,SunceEs,645,1,1,16.45
6,Unavailable ,Kothannur,3,u,1275,3,2,44
6,Ready To Move,Kasavanhalli,3,Esree8 ,1494,3,2,82
6,Ready To Move,Bhoganhalli,3,Prsun S,1949,3,2,129
6,Ready To Move,BTM Layout,2,Krberl ,1020,2,1,46.5
6,Ready To Move,Mysore Road,2,PrawnRa,883,2,1,45
2,Ready To Move,Old Airport Road,4,u,3200,4,0,280
10,Ready To Move,Uttarahalli,6,u,1680,6,1,125
10,Ready To Move,Mysore Road,12,u,2232,6,2,300
6,Ready To Move,Anand nagar,3,u,2010,3,3,125
6,Ready To Move,Yeshwanthpur,2,IBityin,1240,2,2,80
6,Ready To Move,6th Phase JP Nagar,2,u,1213,2,1,63
6,Ready To Move,Hegde Nagar,3,Golmsn ,1835,3,3,88
10,Ready To Move,Hoskote,9,u,1800,10,3,185
6,Ready To Move,Bannerghatta Road,4,Kobhiil,2932,5,0,195
2,Ready To Move,Whitefield,4,u,3425,5,2,250
2,Ready To Move,Gottigere,2,Skvasa ,945,2,0,45
6,Ready To Move,Sathya Layout,3,NChtsun,1504,2,2,100
6,Ready To Move,Lakshminarayana Pura,3,RothaVa,1569,3,2,150
6,Ready To Move,Harlur,3,Prncyrn,1755,3,2,130
6,Ready To Move,Vijayanagar,3,GoncyRe,1760,3,0,140
6,Unavailable ,Hoodi,2,u,1240,2,3,43.94
6,Unavailable ,Electronics City Phase 1,3,Shitt S,1450,3,2,72.54
6,Ready To Move,5th Phase JP Nagar,2,Maodser,1000,2,0,48
10,Ready To Move,Shivaji Nagar,1,u,3820,1,1,306
6,Ready To Move,Thyagaraja Nagar,5,u,2000,4,2,145
6,Ready To Move,Choodasandra,2,GRlpank,1215,2,2,59
10,Ready To Move,5 Bedroom Farm House in Lakshmipura,5,u,26136,6,2,550
6,Ready To Move,Yelachenahalli,3,u,1330,3,3,73.5
6,Unavailable ,Raja Rajeshwari Nagar,2,Prllsan,1178,2,1,75
10,Unavailable ,Hulimavu,4,ValleCi,1500,4,3,192
6,Ready To Move,Shree Ananth Nagar Layout,2,Aaityi ,2040,2,2,59
6,Unavailable ,Bellandur,3,u,2000,3,2,85
6,Unavailable ,Shanti Nagar,3,UbreeAn,1602,2,1,165
10,Ready To Move,2nd Stage Arekere Mico Layout,4,u,1200,4,1,130
6,Ready To Move,Parappana Agrahara,2,Peide L,1194,2,2,46
2,Ready To Move,Jayamahal,3,Peace P,1800,3,1,220
10,Ready To Move,Dasarahalli,3,u,2400,2,1,152
6,Ready To Move,Sarjapur  Road,3,Maantr ,1700,3,3,108
2,Ready To Move,Jigani,3,DLhtsan,1200,3,2,65
10,Ready To Move,Veer Sandra,3,Thessie,1500,3,0,72
10,Ready To Move,Karuna Nagar,3,CoinoCu,1240,3,2,165
2,Ready To Move,Whitefield,3,u,3000,3,2,400
2,Ready To Move,Kanakpura Road,3,u,1737,3,3,85
10,Ready To Move,TC Palaya,2,u,900,2,0,55
2,Ready To Move,Chennappa Layout,3,Mawerer,1280,2,1,48
6,Ready To Move,CV Raman Nagar,2,Chhalut,1560,2,2,85
6,Ready To Move,Kambipura,2,u,883,2,1,44
6,Ready To Move,Kengeri Satellite Town,2,u,750,2,1,33
6,Ready To Move,Brookefield,4,Gotaten,2400,3,3,140
6,Ready To Move,Bhuvaneshwari Nagar,2,NaaveEn,900,2,1,45
6,Ready To Move,Hormavu,2,u,1030,2,1,49.35
6,Ready To Move,7th Phase JP Nagar,3,Brngsal,1850,3,2,155
2,Ready To Move,Hennur Road,3,SaireSa,1831,3,1,110
6,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2,u,1095,2,1,38.33
